Date,Hour,Campaign Id,Placement Id,Creative Id,DSP Placement,DSP Name,Country,State,City,Zip,DMA Code,DMA Description,Domain,Browser,Device Type,Device Vendor,Device OS,Device OS Version,Requested Impressions,Loaded Impressions,Rendered Impressions,Friendly IFrame Impressions,Viewable Impressions,Mobile Optimized Impressions,PSUnitView,Clicks,Unit Engagement,Ad Density,Time Spent,Exposure Time,heavy-ad-intervention,non-mraid-impression,user_press_start,user_tap_close_isis,user_tap_exiturl,user_tap_exiturl_fallback,user_tap_open_isis
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Ingram,78025.0,641.0,San Antonio,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,11,3.0,4.0,2.0,3,3.0,3,4.0,21,0.0,33.0,0.0,0.002,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Justin,76247.0,623.0,Dallas - Ft. Worth,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,12,3.0,3.0,2.0,4,6.0,4,3.0,26,0.0,42.0,0.0,10.006,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Lubbock,79409.0,651.0,Lubbock,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,11,1.0,0.0,3.0,1,0.0,1,1.0,7,0.0,8.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Paris,75462.0,623.0,Dallas - Ft. Worth,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,9,3.0,3.0,4.0,6,2.0,6,4.0,27,0.0,52.0,0.0,20.004,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Paris,75462.0,623.0,Dallas - Ft. Worth,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,2.0,1.0,0.0,1,1.0,1,0.0,7,0.0,9.0,0.0,0.001,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Richardson,75080.0,623.0,Dallas - Ft. Worth,honesttopaws.com,Facebook,Mobile,Samsung,Android,12,4.0,5.0,4.0,1,1.0,1,0.0,19,0.0,11.0,0.0,10.001,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Richardson,75080.0,623.0,Dallas - Ft. Worth,kaleandcardio.com,Amazon Silk,Mobile,Amazon,Android,9,3.0,5.0,5.0,4,3.0,4,4.0,29,0.0,27.0,0.0,19.003,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,San Angelo,76903.0,661.0,San Angelo,heraldweekly.com,Amazon Silk,Mobile,Amazon,Android,9,4.0,4.0,4.0,4,3.0,4,3.0,22,0.0,34.0,0.0,0.003,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,San Antonio,78217.0,641.0,San Antonio,worldtravelling.com,Facebook,Mobile,Apple,iOS,15,3.0,2.0,2.0,3,4.0,3,2.0,20,1.0,41.0,0.0,0.001,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,San Marcos,78666.0,635.0,Austin,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,10,2.0,2.0,1.0,2,2.0,2,1.0,12,0.0,34.0,0.0,10.001,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Springtown,76082.0,623.0,Dallas - Ft. Worth,honesttopaws.com,Facebook,Mobile,Samsung,Android,12,4.0,3.0,3.0,3,5.0,3,0.0,22,0.0,45.0,0.0,4.003,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Sugar Land,77487.0,618.0,Houston,honesttopaws.com,Facebook,Mobile,Apple,iOS,15,1.0,3.0,1.0,1,1.0,1,0.0,7,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Tyler,75701.0,709.0,Tyler - Longview (Lfkn & Ncgd),msn.com,Chrome,Mobile,Generic_Android_Tablet,Android,11,2.0,1.0,2.0,2,1.0,2,1.0,9,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Texas,Wichita Falls,76302.0,627.0,Wichita Falls & Lawton,heraldweekly.com,Chrome,Mobile,Google,Android,12,3.0,3.0,3.0,4,1.0,4,3.0,26,1.0,46.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Utah,Roosevelt,84066.0,770.0,Salt Lake City,honesttopaws.com,Facebook,Mobile,Generic_Android,Android,12,1.0,1.0,3.0,1,3.0,1,2.0,14,0.0,8.0,0.0,0.001,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Utah,Salt Lake City,84138.0,770.0,Salt Lake City,heraldweekly.com,Chrome,Mobile,Samsung,Android,12,4.0,4.0,1.0,3,0.0,3,3.0,20,0.0,47.0,0.0,0.004,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Utah,Salt Lake City,84138.0,770.0,Salt Lake City,heraldweekly.com,Facebook,Mobile,Google,Android,12,1.0,1.0,1.0,2,5.0,2,2.0,14,0.0,11.0,0.0,0.003,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Utah,Salt Lake City,84138.0,770.0,Salt Lake City,historydaily.org,Chrome,Mobile,Generic_Android_Tablet,Android,9,3.0,3.0,4.0,3,1.0,3,1.0,19,0.0,68.0,0.0,0.004,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Chrome,Mobile,Generic_Android,Android,11,0.0,0.0,1.0,2,1.0,2,1.0,12,0.0,25.0,0.0,0.002,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Chrome,Mobile,Samsung,Android,12,12.0,9.0,7.0,9,5.0,9,7.0,53,0.0,119.0,0.0,18.008,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Facebook,Mobile,Generic_Android,Android,10,0.0,0.0,0.0,0,1.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Facebook,Mobile,Generic_Android,Android,11,3.0,3.0,4.0,5,3.0,5,4.0,28,0.0,48.0,0.0,0.007,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Facebook,Mobile,Samsung,Android,8,1.0,0.0,1.0,1,0.0,1,1.0,3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Facebook,Mobile,Samsung,Android,10,1.0,0.0,1.0,1,0.0,1,1.0,7,0.0,7.0,0.0,0.001,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",historydaily.org,Chrome,Mobile,Samsung,Android,12,3.0,2.0,0.0,3,1.0,3,2.0,12,0.0,55.0,0.0,0.002,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Ashburn,20149.0,511.0,"Washington, Dc (Hagrstwn)",science101.com,Facebook,Mobile,Samsung,Android,12,8.0,3.0,3.0,4,5.0,4,4.0,32,0.0,39.0,0.0,16.003,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Manassas,20110.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Facebook,Mobile,Google,Android,10,1.0,1.0,0.0,1,0.0,1,0.0,3,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Stafford,22555.0,511.0,"Washington, Dc (Hagrstwn)",whythese.com,Facebook,Mobile,Samsung,Android,11,6.0,6.0,5.0,4,4.0,4,1.0,32,0.0,76.0,0.0,11.005,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Virginia,Sterling,20163.0,511.0,"Washington, Dc (Hagrstwn)",honesttopaws.com,Facebook,Mobile,Samsung,Android,12,2.0,0.0,0.0,1,2.0,1,1.0,11,0.0,12.0,0.0,0.002,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Washington,Bellingham,98228.0,819.0,Seattle - Tacoma,brain-sharper.com,Chrome,Mobile,Generic_Android_Tablet,Android,11,3.0,2.0,0.0,0,0.0,0,4.0,12,0.0,0.0,0.0,0.002,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Washington,Federal Way,98063.0,819.0,Seattle - Tacoma,heraldweekly.com,Chrome,Mobile,Samsung,Android,12,1.0,0.0,2.0,1,1.0,1,1.0,7,0.0,9.0,0.0,0.001,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Washington,Ferndale,98248.0,819.0,Seattle - Tacoma,science101.com,Facebook,Mobile,Apple,iOS,15,5.0,3.0,2.0,3,5.0,3,1.0,21,0.0,18.0,0.0,0.001,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Washington,May Creek,N/A,N/A,N/A,science101.com,Amazon Silk,Mobile,Amazon,Android,9,5.0,6.0,1.0,4,1.0,4,3.0,24,1.0,25.0,0.0,0.003,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Washington,SeaTac,N/A,N/A,N/A,heraldweekly.com,Chrome,Mobile,Samsung,Android,12,1.0,3.0,2.0,3,2.0,3,3.0,16,0.0,44.0,0.0,0.002,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Washington,Seattle,98111.0,819.0,Seattle - Tacoma,heraldweekly.com,Chrome,Mobile,Samsung,Android,12,1.0,1.0,1.0,2,1.0,2,1.0,11,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Washington,Union,98592.0,819.0,Seattle - Tacoma,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,9,1.0,0.0,1.0,1,2.0,1,1.0,7,0.0,3.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,West Virginia,Bluefield,24701.0,559.0,Bluefield - Beckley - Oak Hill,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,10,1.0,0.0,1.0,1,3.0,1,0.0,7,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,De Pere,54115.0,658.0,Green Bay - Appleton,msn.com,Amazon Silk,Mobile,Amazon,Android,9,2.0,1.0,0.0,1,0.0,1,0.0,5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,Delavan,53115.0,617.0,Milwaukee,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,11,2.0,2.0,0.0,3,4.0,3,3.0,21,0.0,25.0,0.0,13.007,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,Germantown,53022.0,617.0,Milwaukee,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,1.0,1.0,2.0,1,0.0,1,1.0,7,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,Madison,53717.0,669.0,Madison,science101.com,Facebook,Mobile,Samsung,Android,12,0.0,0.0,0.0,1,0.0,1,0.0,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,Oshkosh,54906.0,658.0,Green Bay - Appleton,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,10,1.0,3.0,5.0,3,1.0,3,1.0,16,0.0,43.0,0.0,0.002,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,Stevens Point,54481.0,705.0,Wausau - Rhinelander,heraldweekly.com,Facebook,Mobile,Samsung,Android,10,4.0,1.0,0.0,1,1.0,1,0.0,7,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,Union Grove,53182.0,617.0,Milwaukee,honesttopaws.com,Facebook,Mobile,Samsung,Android,12,1.0,2.0,2.0,1,0.0,1,0.0,9,1.0,9.0,0.0,0.001,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,Waukesha,53186.0,617.0,Milwaukee,heraldweekly.com,Chrome,Mobile,Samsung,Android,11,1.0,1.0,2.0,2,0.0,2,3.0,10,0.0,25.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wisconsin,West Bend,53095.0,617.0,Milwaukee,heraldweekly.com,Chrome,Mobile,Samsung,Android,10,3.0,6.0,7.0,5,4.0,5,1.0,28,0.0,81.0,0.0,0.003,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Wyoming,Sheridan,82801.0,764.0,Rapid City,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,10,10.0,9.0,7.0,14,9.0,14,4.0,74,1.0,185.0,0.0,0.019,0.0,12.0,0.0,0.0,0.0,0.0,1.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Alabama,Dothan,36302.0,606.0,Dothan,brain-sharper.com,Safari,Mobile,Apple,iOS,15,0.0,0.0,0.0,0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Arizona,Mesa,85214.0,753.0,Phoenix (Prescott),kaleandcardio.com,Facebook,Mobile,Generic_Android,Android,9,0.0,0.0,0.0,1,0.0,1,0.0,5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Arizona,Mesa,85214.0,753.0,Phoenix (Prescott),kaleandcardio.com,Facebook,Mobile,Samsung,Android,8,0.0,0.0,0.0,3,0.0,3,0.0,16,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Arizona,Mesa,85214.0,753.0,Phoenix (Prescott),morehackz.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,1,0.0,1,0.0,8,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Arizona,Mesa,85214.0,753.0,Phoenix (Prescott),morehackz.com,Facebook,Mobile,Generic_Android_Tablet,Android,9,0.0,0.0,0.0,0,0.0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Arizona,Mesa,85214.0,753.0,Phoenix (Prescott),msn.com,Amazon Silk,Mobile,Amazon,Android,9,0.0,0.0,0.0,1,0.0,1,0.0,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Arizona,Phoenix,85001.0,753.0,Phoenix (Prescott),morehackz.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,0,0.0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,California,Fresno,93737.0,N/A,N/A,morehackz.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,0,0.0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,California,Irvine,92612.0,803.0,Los Angeles,morehackz.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,1,0.0,1,0.0,5,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,California,Los Angeles,90009.0,803.0,Los Angeles,morehackz.com,Facebook,Mobile,Samsung,Android,12,0.0,0.0,0.0,1,0.0,1,0.0,6,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,California,Mendota,93640.0,866.0,Fresno - Visalia,morehackz.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,0,0.0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,California,Sacramento,94203.0,862.0,Sacramnto - Stktn - Modesto,freshedits.com,Google,Mobile,Apple,iOS,14,0.0,0.0,0.0,0,0.0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,California,Santa Maria,93456.0,855.0,Santabarbra - Sanmar - Sanluob,morehackz.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,2,0.0,2,0.0,22,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,California,Turlock,95380.0,862.0,Sacramnto - Stktn - Modesto,msn.com,Amazon Silk,Mobile,Amazon,Android,9,0.0,0.0,0.0,1,0.0,1,0.0,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Colorado,Denver (Central),80203.0,751.0,Denver,kaleandcardio.com,Facebook,Mobile,Generic_Android,Android,12,0.0,0.0,0.0,2,0.0,2,0.0,9,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Colorado,Grand Junction,81501.0,773.0,Grand Junction - Montrose,kaleandcardio.com,Facebook,Mobile,Samsung,Android,12,0.0,0.0,0.0,3,0.0,3,0.0,13,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Connecticut,Milford,6460.0,533.0,Hartford & New Haven,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,0.0,0.0,0.0,4,0.0,4,0.0,22,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Connecticut,Norwich,6360.0,533.0,Hartford & New Haven,heraldweekly.com,Samsung Internet,Mobile,Samsung,Android,12,0.0,0.0,0.0,3,0.0,3,0.0,17,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Florida,Altamonte Springs,32714.0,534.0,Orlando - Daytona Bch - Melbrn,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,11,0.0,0.0,0.0,3,0.0,3,0.0,19,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,769ae7c6e2bbf3a98674a73ae121e0ce,3b5125b1110473ae2a33c873d6d711b4,2216738,N/A,United States,Florida,Bonita Springs,34135.0,571.0,Ft. Myers - Naples,kaleandcardio.com,Chrome,Mobile,Generic_Android,Android,11,0.0,0.0,0.0,2,0.0,2,0.0,10,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
